,string label,string srcItem,Source,string dstItem,Destination,needRank,SmithType,string smithType,string material1,string material2,string material3,string material4,string material5,Material 1,Material 2,Material 3,Material 4,Material 5,int materialNum1,int materialNum2,int materialNum3,int materialNum4,int materialNum5,int materialNum5,materialsCombined
287,RECIPE_0288,Rapier_07_19,Fine Xiphos,Rapier_09_25,Aes Koncerz,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x230,,,,,230,0,0,0,0,,- Fine Xiphos: Aes Crystal x230 (Common Smithy)
288,RECIPE_0289,Rapier_09_21,Dueling Blade,Rapier_11_26,Saber,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x285,,,,,285,0,0,0,0,,- Dueling Blade: Natura Crystal x285 (Common Smithy)
289,RECIPE_0290,Rapier_09_21,Dueling Blade,Rapier_11_33,Astral Palatial Dagger,10,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x285,,,,,285,0,0,0,0,,- Dueling Blade: Unda Crystal x285 (Common Smithy)
290,RECIPE_0291,Rapier_09_22,Ignis Dueling Blade,Rapier_11_34,Colichemarde,10,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x285,,,,,285,0,0,0,0,,- Ignis Dueling Blade: Aes Crystal x285 (Common Smithy)
291,RECIPE_0292,Rapier_09_22,Ignis Dueling Blade,Rapier_11_27,Runic Rapier,10,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x40,Ignis Crystal x60,,,,40,60,0,0,0,,"- Ignis Dueling Blade: Wax x40, Ignis Crystal x60 (Rare Smithy)"
292,RECIPE_0293,Rapier_09_23,Unda Dueling Blade,Rapier_11_27,Runic Rapier,10,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x285,,,,,285,0,0,0,0,,- Unda Dueling Blade: Ignis Crystal x285 (Common Smithy)
293,RECIPE_0294,Rapier_09_23,Unda Dueling Blade,Rapier_11_26,Saber,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x285,,,,,285,0,0,0,0,,- Unda Dueling Blade: Natura Crystal x285 (Common Smithy)
294,RECIPE_0295,Rapier_09_24,Koncerz,Rapier_11_34,Colichemarde,10,Aes,KIN,MT_R2_KIN_A,MT_R0_KIN_A,,,,Obsidian x40,Aes Crystal x60,,,,40,60,0,0,0,,"- Koncerz: Obsidian x40, Aes Crystal x60 (Aes Smithy)"
295,RECIPE_0296,Rapier_09_24,Koncerz,Rapier_11_27,Runic Rapier,10,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x285,,,,,285,0,0,0,0,,- Koncerz: Ignis Crystal x285 (Common Smithy)
296,RECIPE_0297,Rapier_09_25,Aes Koncerz,Rapier_11_26,Saber,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x285,,,,,285,0,0,0,0,,- Aes Koncerz: Natura Crystal x285 (Common Smithy)
297,RECIPE_0298,Rapier_09_25,Aes Koncerz,Rapier_11_33,Astral Palatial Dagger,10,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x285,,,,,285,0,0,0,0,,- Aes Koncerz: Unda Crystal x285 (Common Smithy)
298,RECIPE_0299,Rapier_11_26,Saber,Rapier_13_35,Star of the Down,12,Ignis,KA,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x10,Ignis Crystal x235,,,,10,235,0,0,0,,"- Saber: Luminescent Oil x10, Ignis Crystal x235 (Ignis Smithy)"
299,RECIPE_0300,Rapier_11_27,Runic Rapier,Rapier_13_36,Espada Ropera,12,Terra,DO,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x10,Terra Crystal x235,,,,10,235,0,0,0,,"- Runic Rapier: Whetstone x10, Terra Crystal x235 (Terra Smithy)"
300,RECIPE_0301,Rapier_11_33,Astral Palatial Dagger,Rapier_13_35,Star of the Down,12,Ignis,KA,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x10,Ignis Crystal x235,,,,10,235,0,0,0,,"- Astral Palatial Dagger: Luminescent Oil x10, Ignis Crystal x235 (Ignis Smithy)"
301,RECIPE_0302,Rapier_11_34,Colichemarde,Rapier_13_36,Espada Ropera,12,Terra,DO,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x10,Terra Crystal x235,,,,10,235,0,0,0,,"- Colichemarde: Whetstone x10, Terra Crystal x235 (Terra Smithy)"
302,RECIPE_0303,Rapier_07_12,Ancient Verdant Blade,Rapier_11_28,Verdant Palatial Dagger,10,Rare,RARE,MT_R2_MOKU_A,MT_R0_MOKU_A,,,,Latex x40,Natura Crystal x60,,,,40,60,0,0,0,,"- Ancient Verdant Blade: Latex x40, Natura Crystal x60 (Rare Smithy)"
303,RECIPE_0304,Rapier_11_28,Verdant Palatial Dagger,Rapier_15_37,Verdant Spiritslicer,14,Rare,RARE,MT_R3_MOKU_A,MT_R0_MOKU_A,,,,Screamroot x30,Natura Crystal x115,,,,30,115,0,0,0,,"- Verdant Palatial Dagger: Screamroot x30, Natura Crystal x115 (Rare Smithy)"
304,RECIPE_0305,Rapier_07_13,Ancient Crimson Blade,Rapier_11_29,Crimson Palatial Dagger,10,Rare,RARE,MT_R2_KA_A,MT_R0_KA_A,,,,Wax x40,Ignis Crystal x60,,,,40,60,0,0,0,,"- Ancient Crimson Blade: Wax x40, Ignis Crystal x60 (Rare Smithy)"
305,RECIPE_0306,Rapier_11_29,Crimson Palatial Dagger,Rapier_15_38,Crimson Spiritslicer,14,Rare,RARE,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x30,Ignis Crystal x115,,,,30,115,0,0,0,,"- Crimson Palatial Dagger: Luminescent Oil x30, Ignis Crystal x115 (Rare Smithy)"
306,RECIPE_0307,Rapier_07_14,Ancient Umber Blade,Rapier_11_30,Umber Palatial Dagger,10,Rare,RARE,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x40,Terra Crystal x60,,,,40,60,0,0,0,,"- Ancient Umber Blade: Leather x40, Terra Crystal x60 (Rare Smithy)"
307,RECIPE_0308,Rapier_11_30,Umber Palatial Dagger,Rapier_15_39,Umber Spiritslicer,14,Rare,RARE,MT_R3_DO_A,MT_R0_DO_A,,,,Whetstone x30,Terra Crystal x115,,,,30,115,0,0,0,,"- Umber Palatial Dagger: Whetstone x30, Terra Crystal x115 (Rare Smithy)"
308,RECIPE_0309,Rapier_07_15,Ancient Silver Blade,Rapier_11_31,Silver Palatial Dagger,10,Rare,RARE,MT_R2_KIN_A,MT_R0_KIN_A,,,,Obsidian x40,Aes Crystal x60,,,,40,60,0,0,0,,"- Ancient Silver Blade: Obsidian x40, Aes Crystal x60 (Rare Smithy)"
309,RECIPE_0310,Rapier_11_31,Silver Palatial Dagger,Rapier_15_40,Silver Spiritslicer,14,Rare,RARE,MT_R3_KIN_A,MT_R0_KIN_A,,,,Ancient Jewel x30,Aes Crystal x115,,,,30,115,0,0,0,,"- Silver Palatial Dagger: Ancient Jewel x30, Aes Crystal x115 (Rare Smithy)"
310,RECIPE_0311,Rapier_07_16,Ancient Azure Blade,Rapier_11_32,Azure Palatial Dagger,10,Rare,RARE,MT_R2_SUI_A,MT_R0_SUI_A,,,,Beast Hide x40,Unda Crystal x60,,,,40,60,0,0,0,,"- Ancient Azure Blade: Beast Hide x40, Unda Crystal x60 (Rare Smithy)"
311,RECIPE_0312,Rapier_11_32,Azure Palatial Dagger,Rapier_15_41,Azure Spiritslicer,14,Rare,RARE,MT_R3_SUI_A,MT_R0_SUI_A,,,,Icelight x30,Unda Crystal x115,,,,30,115,0,0,0,,"- Azure Palatial Dagger: Icelight x30, Unda Crystal x115 (Rare Smithy)"
312,RECIPE_0313,Rapier_09_92,Joyeuse,Rapier_15_93,Solar Joyeuse,14,Rare,RARE,MT_R3_KA_A,MT_R0_KA_A,,,,Luminescent Oil x30,Ignis Crystal x115,,,,30,115,0,0,0,,"- Joyeuse: Luminescent Oil x30, Ignis Crystal x115 (Rare Smithy)"
313,RECIPE_0314,Axe_01_01,Gothic Axe,Axe_01_03,Tabar,1,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x30,,,,,30,0,0,0,0,,- Gothic Axe: Unda Crystal x30 (Common Smithy)
314,RECIPE_0315,Axe_01_01,Gothic Axe,Axe_02_04,Grand Tabar,1,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x30,,,,,30,0,0,0,0,,- Gothic Axe: Aes Crystal x30 (Common Smithy)
315,RECIPE_0316,Axe_01_01,Gothic Axe,Axe_01_02,Francisca,1,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x30,,,,,30,0,0,0,0,,- Gothic Axe: Natura Crystal x30 (Common Smithy)
316,RECIPE_0317,Axe_01_03,Tabar,Axe_03_07,Broad Axe,2,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x90,,,,,90,0,0,0,0,,- Tabar: Natura Crystal x90 (Common Smithy)
317,RECIPE_0318,Axe_01_03,Tabar,Axe_03_08,Unda Broad Axe,2,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x90,,,,,90,0,0,0,0,,- Tabar: Unda Crystal x90 (Common Smithy)
318,RECIPE_0319,Axe_02_04,Grand Tabar,Axe_03_07,Broad Axe,2,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x60,,,,,60,0,0,0,0,,- Grand Tabar: Natura Crystal x60 (Common Smithy)
319,RECIPE_0320,Axe_02_04,Grand Tabar,Axe_03_08,Unda Broad Axe,2,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x60,,,,,60,0,0,0,0,,- Grand Tabar: Unda Crystal x60 (Common Smithy)
320,RECIPE_0321,Axe_03_07,Broad Axe,Axe_05_10,Beheader,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x145,,,,,145,0,0,0,0,,- Broad Axe: Natura Crystal x145 (Common Smithy)
321,RECIPE_0322,Axe_03_07,Broad Axe,Axe_05_11,Unda Beheader,4,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x145,,,,,145,0,0,0,0,,- Broad Axe: Unda Crystal x145 (Common Smithy)
322,RECIPE_0323,Axe_03_07,Broad Axe,Axe_05_14,Fine Broad Axe,4,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x30,Ignis Crystal x30,Terra Crystal x30,Aes Crystal x30,Unda Crystal x30,30,30,30,30,30,,"- Broad Axe: Natura Crystal x30, Ignis Crystal x30, Terra Crystal x30, Aes Crystal x30, Unda Crystal x30 (Common Smithy)"
323,RECIPE_0324,Axe_03_08,Unda Broad Axe,Axe_06_15,Grand Beheader,5,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x175,,,,,175,0,0,0,0,,- Unda Broad Axe: Ignis Crystal x175 (Common Smithy)
324,RECIPE_0325,Axe_03_08,Unda Broad Axe,Axe_05_12,Natura Beheader,4,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x145,,,,,145,0,0,0,0,,- Unda Broad Axe: Natura Crystal x145 (Common Smithy)
325,RECIPE_0326,Axe_03_08,Unda Broad Axe,Axe_05_14,Fine Broad Axe,4,Common,COMMON,MT_R0_KIN_A,MT_R1_KIN_A,,,,Aes Crystal x75,Ore Fragment x25,,,,75,25,0,0,0,,"- Unda Broad Axe: Aes Crystal x75, Ore Fragment x25 (Common Smithy)"
326,RECIPE_0327,Axe_05_10,Beheader,Axe_07_24,War Tabar,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x205,,,,,205,0,0,0,0,,- Beheader: Aes Crystal x205 (Common Smithy)
327,RECIPE_0328,Axe_05_10,Beheader,Axe_08_28,Grand War Tabar,7,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x235,,,,,235,0,0,0,0,,- Beheader: Terra Crystal x235 (Common Smithy)
328,RECIPE_0329,Axe_05_10,Beheader,Axe_07_27,Fine Beheader,6,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x45,Ignis Crystal x45,Terra Crystal x45,Aes Crystal x45,Unda Crystal x45,45,45,45,45,45,,"- Beheader: Natura Crystal x45, Ignis Crystal x45, Terra Crystal x45, Aes Crystal x45, Unda Crystal x45 (Common Smithy)"
329,RECIPE_0330,Axe_05_11,Unda Beheader,Axe_07_24,War Tabar,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Unda Beheader: Ignis Crystal x205 (Common Smithy)
330,RECIPE_0331,Axe_05_11,Unda Beheader,Axe_07_25,Natura War Tabar,6,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x205,,,,,205,0,0,0,0,,- Unda Beheader: Natura Crystal x205 (Common Smithy)
331,RECIPE_0332,Axe_05_11,Unda Beheader,Axe_07_27,Fine Beheader,6,Common,COMMON,MT_R0_KA_A,MT_R1_KA_A,,,,Ignis Crystal x105,Ash x35,,,,105,35,0,0,0,,"- Unda Beheader: Ignis Crystal x105, Ash x35 (Common Smithy)"
332,RECIPE_0333,Axe_06_15,Grand Beheader,Axe_07_24,War Tabar,6,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x175,,,,,175,0,0,0,0,,- Grand Beheader: Aes Crystal x175 (Common Smithy)
333,RECIPE_0334,Axe_06_15,Grand Beheader,Axe_08_28,Grand War Tabar,7,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x235,,,,,235,0,0,0,0,,- Grand Beheader: Terra Crystal x235 (Common Smithy)
334,RECIPE_0335,Axe_06_15,Grand Beheader,Axe_07_27,Fine Beheader,6,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x35,Ignis Crystal x35,Terra Crystal x35,Aes Crystal x35,Unda Crystal x35,35,35,35,35,35,,"- Grand Beheader: Natura Crystal x35, Ignis Crystal x35, Terra Crystal x35, Aes Crystal x35, Unda Crystal x35 (Common Smithy)"
335,RECIPE_0336,Axe_05_12,Natura Beheader,Axe_07_24,War Tabar,6,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x205,,,,,205,0,0,0,0,,- Natura Beheader: Terra Crystal x205 (Common Smithy)
336,RECIPE_0337,Axe_05_12,Natura Beheader,Axe_07_26,Ignis War Tabar,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Natura Beheader: Ignis Crystal x205 (Common Smithy)
337,RECIPE_0338,Axe_05_12,Natura Beheader,Axe_07_27,Fine Beheader,6,Common,COMMON,MT_R0_KA_A,MT_R1_KA_A,,,,Ignis Crystal x105,Ash x35,,,,105,35,0,0,0,,"- Natura Beheader: Ignis Crystal x105, Ash x35 (Common Smithy)"
338,RECIPE_0339,Axe_05_14,Fine Broad Axe,Axe_07_27,Fine Beheader,6,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x40,,,,,40,0,0,0,0,,- Fine Broad Axe: Natura Crystal x40 (Common Smithy)
339,RECIPE_0340,Axe_05_14,Fine Broad Axe,Axe_07_24,War Tabar,6,Terra,DO,MT_R2_DO_A,MT_R0_DO_A,,,,Leather x10,Terra Crystal x170,,,,10,170,0,0,0,,"- Fine Broad Axe: Leather x10, Terra Crystal x170 (Terra Smithy)"
340,RECIPE_0341,Axe_07_24,War Tabar,Axe_09_32,Battle Axe,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x260,,,,,260,0,0,0,0,,- War Tabar: Unda Crystal x260 (Common Smithy)
341,RECIPE_0342,Axe_07_24,War Tabar,Axe_10_36,Grand Battle Axe,9,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x290,,,,,290,0,0,0,0,,- War Tabar: Aes Crystal x290 (Common Smithy)
342,RECIPE_0343,Axe_08_28,Grand War Tabar,Axe_09_32,Battle Axe,8,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x235,,,,,235,0,0,0,0,,- Grand War Tabar: Unda Crystal x235 (Common Smithy)
343,RECIPE_0344,Axe_08_28,Grand War Tabar,Axe_10_36,Grand Battle Axe,9,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x290,,,,,290,0,0,0,0,,- Grand War Tabar: Aes Crystal x290 (Common Smithy)
344,RECIPE_0345,Axe_07_25,Natura War Tabar,Axe_09_32,Battle Axe,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Natura War Tabar: Terra Crystal x260 (Common Smithy)
345,RECIPE_0346,Axe_07_25,Natura War Tabar,Axe_09_33,Ignis Battle Axe,8,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x260,,,,,260,0,0,0,0,,- Natura War Tabar: Ignis Crystal x260 (Common Smithy)
346,RECIPE_0347,Axe_07_26,Ignis War Tabar,Axe_10_36,Grand Battle Axe,9,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x290,,,,,290,0,0,0,0,,- Ignis War Tabar: Aes Crystal x290 (Common Smithy)
347,RECIPE_0348,Axe_07_26,Ignis War Tabar,Axe_09_34,Terra Battle Axe,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Ignis War Tabar: Terra Crystal x260 (Common Smithy)
348,RECIPE_0349,Axe_07_27,Fine Beheader,Axe_10_36,Grand Battle Axe,9,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x290,,,,,290,0,0,0,0,,- Fine Beheader: Aes Crystal x290 (Common Smithy)
349,RECIPE_0350,Axe_07_27,Fine Beheader,Axe_09_34,Terra Battle Axe,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Fine Beheader: Terra Crystal x260 (Common Smithy)
350,RECIPE_0351,Axe_09_32,Battle Axe,Axe_11_45,Bardiche,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x320,,,,,320,0,0,0,0,,- Battle Axe: Natura Crystal x320 (Common Smithy)
351,RECIPE_0352,Axe_09_32,Battle Axe,Axe_11_48,Fine Battle Axe,10,Aes,KIN,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x65,Ignis Crystal x65,Terra Crystal x65,Aes Crystal x65,Unda Crystal x65,65,65,65,65,65,,"- Battle Axe: Natura Crystal x65, Ignis Crystal x65, Terra Crystal x65, Aes Crystal x65, Unda Crystal x65 (Aes Smithy)"
352,RECIPE_0353,Axe_10_36,Grand Battle Axe,Axe_11_45,Bardiche,10,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x290,,,,,290,0,0,0,0,,- Grand Battle Axe: Natura Crystal x290 (Common Smithy)
353,RECIPE_0354,Axe_10_36,Grand Battle Axe,Axe_11_48,Fine Battle Axe,10,Aes,KIN,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x60,Ignis Crystal x60,Terra Crystal x60,Aes Crystal x60,Unda Crystal x60,60,60,60,60,60,,"- Grand Battle Axe: Natura Crystal x60, Ignis Crystal x60, Terra Crystal x60, Aes Crystal x60, Unda Crystal x60 (Aes Smithy)"
354,RECIPE_0355,Axe_09_33,Ignis Battle Axe,Axe_11_45,Bardiche,10,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x320,,,,,320,0,0,0,0,,- Ignis Battle Axe: Aes Crystal x320 (Common Smithy)
355,RECIPE_0356,Axe_09_33,Ignis Battle Axe,Axe_11_48,Fine Battle Axe,10,Aes,KIN,MT_R0_KIN_A,MT_R2_KA_A,,,,Aes Crystal x160,Wax x30,,,,160,30,0,0,0,,"- Ignis Battle Axe: Aes Crystal x160, Wax x30 (Aes Smithy)"
356,RECIPE_0357,Axe_09_34,Terra Battle Axe,Axe_11_45,Bardiche,10,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x320,,,,,320,0,0,0,0,,- Terra Battle Axe: Unda Crystal x320 (Common Smithy)
357,RECIPE_0358,Axe_09_34,Terra Battle Axe,Axe_11_48,Fine Battle Axe,10,Aes,KIN,MT_R0_KIN_A,MT_R2_KA_A,,,,Aes Crystal x160,Wax x30,,,,160,30,0,0,0,,"- Terra Battle Axe: Aes Crystal x160, Wax x30 (Aes Smithy)"
358,RECIPE_0359,Axe_11_45,Bardiche,Axe_13_50,Cataclysm,12,Ignis,KA,MT_R3_KA_A,MT_R3_KIN_A,MT_R2_NIJI_A,MT_R1_DO_A,,Luminescent Oil x10,Ancient Jewel x10,Holy Water x20,Bone Shard x35,,10,10,20,35,0,,"- Bardiche: Luminescent Oil x10, Ancient Jewel x10, Holy Water x20, Bone Shard x35 (Ignis Smithy)"
359,RECIPE_0360,Axe_11_48,Fine Battle Axe,Axe_13_50,Cataclysm,12,Ignis,KA,MT_R3_KA_A,MT_R3_KIN_A,MT_R2_NIJI_A,MT_R1_DO_A,,Luminescent Oil x10,Ancient Jewel x10,Holy Water x20,Bone Shard x35,,10,10,20,35,0,,"- Fine Battle Axe: Luminescent Oil x10, Ancient Jewel x10, Holy Water x20, Bone Shard x35 (Ignis Smithy)"
360,RECIPE_0361,Axe_01_02,Francisca,Axe_03_05,Tomahawk,2,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x90,,,,,90,0,0,0,0,,- Francisca: Terra Crystal x90 (Common Smithy)
361,RECIPE_0362,Axe_01_02,Francisca,Axe_03_06,Ignis Tomahawk,2,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x90,,,,,90,0,0,0,0,,- Francisca: Ignis Crystal x90 (Common Smithy)
362,RECIPE_0363,Axe_03_05,Tomahawk,Axe_05_09,Viking Axe,4,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x145,,,,,145,0,0,0,0,,- Tomahawk: Terra Crystal x145 (Common Smithy)
363,RECIPE_0364,Axe_03_05,Tomahawk,Axe_05_13,Warrior's Hand Axe,4,Common,COMMON,MT_R0_MOKU_A,MT_R0_KA_A,MT_R0_DO_A,MT_R0_KIN_A,MT_R0_SUI_A,Natura Crystal x30,Ignis Crystal x30,Terra Crystal x30,Aes Crystal x30,Unda Crystal x30,30,30,30,30,30,,"- Tomahawk: Natura Crystal x30, Ignis Crystal x30, Terra Crystal x30, Aes Crystal x30, Unda Crystal x30 (Common Smithy)"
364,RECIPE_0365,Axe_03_06,Ignis Tomahawk,Axe_05_09,Viking Axe,4,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x145,,,,,145,0,0,0,0,,- Ignis Tomahawk: Aes Crystal x145 (Common Smithy)
365,RECIPE_0366,Axe_03_06,Ignis Tomahawk,Axe_05_13,Warrior's Hand Axe,4,Common,COMMON,MT_R0_MOKU_A,MT_R1_MOKU_A,,,,Natura Crystal x75,Fibrous Matter x25,,,,75,25,0,0,0,,"- Ignis Tomahawk: Natura Crystal x75, Fibrous Matter x25 (Common Smithy)"
366,RECIPE_0367,Axe_05_09,Viking Axe,Axe_07_16,Bullova,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Viking Axe: Ignis Crystal x205 (Common Smithy)
367,RECIPE_0368,Axe_05_09,Viking Axe,Axe_07_17,Natura Bullova,6,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x205,,,,,205,0,0,0,0,,- Viking Axe: Natura Crystal x205 (Common Smithy)
368,RECIPE_0369,Axe_05_13,Warrior's Hand Axe,Axe_07_16,Bullova,6,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x205,,,,,205,0,0,0,0,,- Warrior's Hand Axe: Terra Crystal x205 (Common Smithy)
369,RECIPE_0370,Axe_05_13,Warrior's Hand Axe,Axe_07_18,Ignis Bullova,6,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x205,,,,,205,0,0,0,0,,- Warrior's Hand Axe: Ignis Crystal x205 (Common Smithy)
370,RECIPE_0371,Axe_07_16,Bullova,Axe_09_29,Beaked Axe,8,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x260,,,,,260,0,0,0,0,,- Bullova: Ignis Crystal x260 (Common Smithy)
371,RECIPE_0372,Axe_07_16,Bullova,Axe_10_35,Grand Beaked Axe,9,Common,COMMON,MT_R0_MOKU_A,,,,,Natura Crystal x290,,,,,290,0,0,0,0,,- Bullova: Natura Crystal x290 (Common Smithy)
372,RECIPE_0373,Axe_07_17,Natura Bullova,Axe_09_29,Beaked Axe,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Natura Bullova: Terra Crystal x260 (Common Smithy)
373,RECIPE_0374,Axe_07_17,Natura Bullova,Axe_09_30,Ignis Beaked Axe,8,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x260,,,,,260,0,0,0,0,,- Natura Bullova: Ignis Crystal x260 (Common Smithy)
374,RECIPE_0375,Axe_07_18,Ignis Bullova,Axe_09_29,Beaked Axe,8,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x260,,,,,260,0,0,0,0,,- Ignis Bullova: Aes Crystal x260 (Common Smithy)
375,RECIPE_0376,Axe_07_18,Ignis Bullova,Axe_09_31,Terra Beaked Axe,8,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x260,,,,,260,0,0,0,0,,- Ignis Bullova: Terra Crystal x260 (Common Smithy)
376,RECIPE_0377,Axe_09_29,Beaked Axe,Axe_11_37,Astral Axe,10,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x320,,,,,320,0,0,0,0,,- Beaked Axe: Terra Crystal x320 (Common Smithy)
377,RECIPE_0378,Axe_09_29,Beaked Axe,Axe_11_38,Ignis Astral Axe,10,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x320,,,,,320,0,0,0,0,,- Beaked Axe: Ignis Crystal x320 (Common Smithy)
378,RECIPE_0379,Axe_10_35,Grand Beaked Axe,Axe_11_37,Astral Axe,10,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x290,,,,,290,0,0,0,0,,- Grand Beaked Axe: Terra Crystal x290 (Common Smithy)
379,RECIPE_0380,Axe_10_35,Grand Beaked Axe,Axe_11_38,Ignis Astral Axe,10,Common,COMMON,MT_R0_KA_A,,,,,Ignis Crystal x290,,,,,290,0,0,0,0,,- Grand Beaked Axe: Ignis Crystal x290 (Common Smithy)
380,RECIPE_0381,Axe_09_30,Ignis Beaked Axe,Axe_11_37,Astral Axe,10,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x320,,,,,320,0,0,0,0,,- Ignis Beaked Axe: Aes Crystal x320 (Common Smithy)
381,RECIPE_0382,Axe_09_30,Ignis Beaked Axe,Axe_11_39,Terra Astral Axe,10,Common,COMMON,MT_R0_DO_A,,,,,Terra Crystal x320,,,,,320,0,0,0,0,,- Ignis Beaked Axe: Terra Crystal x320 (Common Smithy)
382,RECIPE_0383,Axe_09_31,Terra Beaked Axe,Axe_12_47,Grand Astral Axe,11,Common,COMMON,MT_R0_SUI_A,,,,,Unda Crystal x350,,,,,350,0,0,0,0,,- Terra Beaked Axe: Unda Crystal x350 (Common Smithy)
383,RECIPE_0384,Axe_09_31,Terra Beaked Axe,Axe_11_46,Aes Astral Axe,10,Common,COMMON,MT_R0_KIN_A,,,,,Aes Crystal x320,,,,,320,0,0,0,0,,- Terra Beaked Axe: Aes Crystal x320 (Common Smithy)
